1	1	1	1	0.8057228
1	1	1	2	0.480118
1	1	1	3	0.5402943
1	1	1	4	0.3654667
1	1	1	10	0.2531358
1	1	1	12	0.2217831
1	1	1	41	0.3312043
1	1	1	42	0.3042363
1	1	1	43	0.2016114
1	1	1	44	0.3036901
1	1	1	46	0.04337533
1	2	1	2	0.945733
1	2	1	3	0.4545944
1	2	1	4	0.5576681
1	2	1	10	0.0459508
1	2	1	12	0.1060325
1	2	1	41	0.1584908
1	2	1	42	0.1372833
1	2	1	43	0.1570118
1	2	1	44	0.1467808
1	2	1	46	0.09520906
1	3	1	3	0.9606243
1	3	1	4	0.5209797
1	3	1	10	0.1599436
1	3	1	12	0.1895426
1	3	1	41	0.2063113
1	3	1	42	0.1777102
1	3	1	43	0.0963627
1	3	1	44	0.0528959
1	3	1	46	0.1246742
1	4	1	4	0.9483328
1	4	1	10	0.2334409
1	4	1	12	0.3003791
1	4	1	41	0.1931843
1	4	1	42	0.1664769
1	4	1	43	0.2266856
1	4	1	44	0.1112461
1	4	1	46	0.06614023
1	10	1	10	0.8965682
1	10	1	12	0.5404527
1	10	1	41	0.1505509
1	10	1	42	0.210288
1	10	1	43	0.1512514
1	10	1	44	0.1833798
1	10	1	46	0.1090139
1	12	1	12	0.9154893
1	12	1	41	0.2660273
1	12	1	42	0.1196593
1	12	1	43	0.2614572
1	12	1	44	0.1334961
1	12	1	46	0.2198486
1	41	1	41	0.8066592
1	42	1	41	0.4699053
1	42	1	42	0.7960921
1	43	1	41	0.3824432
1	43	1	42	0.3895913
1	43	1	43	0.8269744
1	44	1	41	0.521803
1	44	1	42	0.3788616
1	44	1	43	0.5120582
1	44	1	44	0.8278837
1	44	1	46	0.5268066
1	46	1	41	-0.03760308
1	46	1	42	0.3676126
1	46	1	43	0.39223
1	46	1	46	0.8859199
1	1	2	1	0.06541028
1	1	2	2	-0.14177218
1	1	2	3	-0.08969743
1	1	2	7	-0.13615757
1	1	2	8	0.01688354
1	1	2	9	-0.12227095
1	1	2	10	-0.12820036
1	1	2	11	-0.13980131
1	1	2	13	-0.0068082
1	1	2	14	-0.01772251
1	2	2	1	0.07764772
1	2	2	2	-0.11614093
1	2	2	3	0.00014525
1	2	2	7	-0.08504298
1	2	2	8	-0.04462187
1	2	2	9	0.02116073
1	2	2	10	0.0542472
1	2	2	11	0.05659443
1	2	2	13	0.04005435
1	2	2	14	-0.08704267
1	3	2	1	-0.02005982
1	3	2	2	-0.07712279
1	3	2	3	0.02093025
1	3	2	7	-0.07917295
1	3	2	8	-0.04833134
1	3	2	9	-0.03617326
1	3	2	10	0.05136392
1	3	2	11	-0.11333371
1	3	2	13	-0.09490661
1	3	2	14	-0.07640311
1	4	2	1	-0.08547866
1	4	2	2	-0.02796735
1	4	2	3	-0.01514989
1	4	2	7	0.05028758
1	4	2	8	-0.04567765
1	4	2	9	0.0374424
1	4	2	10	-0.03752358
1	4	2	11	-0.1343648
1	4	2	13	-0.12941246
1	4	2	14	-0.06876543
1	10	2	1	0.0728715
1	10	2	2	-0.1170531
1	10	2	3	0.0565304
1	10	2	7	-0.01557669
1	10	2	8	0.05520349
1	10	2	9	-0.02523533
1	10	2	10	0.00323084
1	10	2	11	-0.11162158
1	10	2	13	0.05241663
1	10	2	14	-0.01313327
1	12	2	1	0.06408026
1	12	2	2	0.03892646
1	12	2	3	-0.0147348
1	12	2	7	-0.05023114
1	12	2	8	-0.15072367
1	12	2	9	-0.03251892
1	12	2	10	-0.07810845
1	12	2	11	-0.03542462
1	12	2	13	0.005193
1	12	2	14	0.06061084
1	41	2	2	-0.0378528
1	42	2	1	-0.060359
1	42	2	2	-0.06848876
1	42	2	3	-0.08895421
1	43	2	1	-0.08267247
1	43	2	2	0.00263172
1	43	2	3	0.000990940000000003
1	44	2	1	-0.04344539
1	44	2	2	0.04796184
1	44	2	3	-0.04132744
1	44	2	7	-0.05864281
1	44	2	8	-0.12689406
1	44	2	9	0.03044913
1	44	2	10	0.02236052
1	44	2	11	0.0400555
1	44	2	13	-0.11945718
1	44	2	14	-0.08958955
1	46	2	1	0.0289038
1	46	2	2	-0.15067878
1	46	2	3	-0.12639272
1	46	2	7	0.01862166
1	46	2	8	0.03258552
1	46	2	9	0.01789613
1	46	2	10	0.05682095
