2	8	0.044329614	0.163366623	0.083736439	0.075066842	0.062235231	0.584702899	
2	9	0.019196891	0.188186853	0.090674086	0.03275578	0.076852888	0.584101386	
2	10	0	0.289573738	0.001599294	0.011903753	0.081209692	0.582191671	
2	11	0	0.134915486	0.01919764	0.03562417	0.078688932	0.725118745	
2	12	0.002014845	0.081514745	0.11134872	0.006346727	0.098653061	0.692628292	
2	13	0.121582817	0.198779841	0.099426909	0.047033447	0.052243667	0.490631886	
2	14	0.1314046	0.210375596	0.095616465	0.047054825	0.013467964	0.512958321	
2	15	0.016563475	0.269932371	0.080618593	0.052193928	0.069711362	0.496485763	
2	16	0.030921113	0.298468412	0.080867827	0.067991532	0.061705715	0.43981766	
3	1	0.141196249	0.20779064	0.004472664	0.07637172	0.07576527	0.533881387	
3	2	0.130101833	0.118506668	0.026535524	0.080411126	0.086782676	0.588635685	
3	3	0.054646473	0.135104776	0.066896869	0.048936122	0.096510616	0.608728859	
3	4	0.083517213	0.100162678	0.166700782	0.059301958	0.067829461	0.542493311	
3	6	0.03644057	0.168016919	0.177990945	0.048214547	0.084745652	0.475939904	
3	7	0.011736049	0.063637961	0.099491771	0.033692273	0.100684665	0.667882818	
3	8	0.083960029	0.104289375	0.161507741	0.067074236	0.085214978	0.474009976	
3	9	0.057010763	0.266195202	0.065320253	0.05779058	0.090235566	0.464590101	
3	10	0.05117572	0.184512231	0.02260898	0.023590132	0.063467549	0.648950903	
3	11	0.08494513	0.148084644	0.06844407	0.060379669	0.098144934	0.569299793	
3	12	0.007049398	0.102624912	0.086693142	0.033906639	0.102094654	0.670295147	
4	1	0.120395197	0.150439967	0.073484989	0.043796772	0.077797105	0.55249709	
4	2	0.047578926	0.132723936	0.060253583	0.033478161	0.138237402	0.601592572	
4	3	0.040092698	0.199016382	0.087938482	0.041506341	0.04330355	0.574678083	
4	4	0.006365767	0.111439902	0.035207426	0.072654375	0.181610005	0.587456617	
4	5	0.03189941	0.118011811	0.031028391	0.061333134	0.126735396	0.629021546	
4	6	0	0.163226275	0.035844285	0.00602008	0.082177147	0.690182815	
4	7	0.03014476	0.233257391	0.064744803	0.165213798	0.051795083	0.440410965	
4	8	0.013607307	0.383145873	0.132185619	0.109198528	0.022388779	0.362152943	
4	9	0.023071441	0.444920112	0.066767635	0.095590748	0.026946312	0.359987429	
4	10	0.024180758	0.137484969	0.108311121	0	0.075775638	0.635180269	
4	11	1.83e-20	0.2395555	0.048974892	0	0.073582795	0.59841256	
4	12	0	0.213187917	0.110571728	0.00595295	0.056584159	0.621253208	
4	13	0.007466729	0.17976224	0.072497596	0.006970202	0.046211599	0.69303471	
4	14	0.089601324	0.273599286	0.018351974	0.040816988	0.07484391	0.51434869	
4	15	0.055620331	0.3806795	0.001864587	0.042117513	0.054725356	0.474160753	
4	16	0	0.315593843	0.115706063	0.112121204	0.058388021	0.41606445	
4	25	0.015488735	0.38031786	0.114319863	0.12504892	0.046066219	0.341921193	
4	27	0.01682549	0.242943217	0.084898735	0	0.073049586	0.536022344	
4	29	0.083417515	0.26369579	0.040188964	0.054715868	0.048678833	0.530378363	
4	33	0.09571367	0.123803692	0.135947978	0.089896879	0.083577517	0.499161124	
5	1	0.095800949	0.147877998	0.092197875	0.095822977	0.08243256	0.524875517	
5	2	0.012718655	0.205385504	0.097847838	0.057328491	0.036849	0.603120376	
5	6	0.041682	0.217142412	0.082446237	0.056634974	0.037758872	0.58391384	
5	9	0	0.228425681	0.015486414	-5.86e-20	0.072277823	0.654195051	
5	10	0.001909174	0.357726104	0.053351488	0	0.040077688	0.51934211	
5	11	0.036563639	0.26225423	0.10024858	0.054680586	0.10592841	0.462758257	
6	1	0.079810903	0.215664771	0.161586476	0.071840646	0.096198527	0.399568722	
6	2	0.026811348	0.057754843	0.031737597	0.023318706	0.054347504	0.816391952	
6	4	0.029314056	0.044407351	0.018072166	0.032297726	0.053648883	0.834319383	
6	5	0.051302259	0.350558227	0.107482187	0.065684171	0.041174618	0.405267254	
7	1	0.050833855	0.322522116	0.111278219	0.061120011	0.043681415	0.431954722	
7	2	0.045960141	0.142463765	0.087315089	0.060345981	0.080962946	0.606921779	
7	3	0.080093362	0.115646298	0.023105493	0.054015834	0.080122139	0.666935561	
7	4	0.029781399	0.251051313	0.051033477	0.032385578	0.102132952	0.520771728	
7	5	0.010140085	0.009031415	0.082699545	0.041740558	0.173322753	0.660985187	
8	1	0.074435467	0.095450284	0.115451214	0.017990538	0.099874615	0.611585549	
8	2	0.128503077	0.159593902	0.099142866	0.071514697	0.10109177	0.48139767	
8	3	0.023807127	0.132455443	0.102736336	0.034050795	0.090686988	0.628573635	
8	4	0.02348125	0.120099982	0.056341894	0.023039535	0.089321322	0.692768433	
8	5	0.05079631	0.18044931	0.068168398	0.035995946	0.070440638	0.605101277	
9	1	0.041078179	0.161150839	0.088994	0.041251655	0.065967078	0.615079723	
9	2	0.038229967	0.283288609	0.136199467	0.041214583	0.093885904	0.359825424	
9	3	0.011214427	0.178231259	0.084020875	0.017966194	0.12031964	0.544182447	
9	4	0.081484214	0.212707036	0.10479628	0.078479572	0.074790175	0.462648061	
9	5	0.055673075	0.172979586	0.066705054	0.086043138	0.082625556	0.553661326	
10	1	0	0.218328731	0.095641475	-2.02e-20	0.110017963	0.535106825	
10	2	0.08785107	0.256938925	0.082815517	0.018838313	0.076517512	0.470876159	
10	3	0	0.091778763	0.013297791	5.2e-05	0.142502727	0.725724922	
10	4	0.013420175	0.105296483	0.038252255	7.4e-05	0.118110127	0.705076936	
10	5	0.003338097	0.146782925	0.050934265	0.036528828	0.090704397	0.642930169	
10	6	0.05437749	0.132362813	0.07705208	0.085801857	0.070299181	0.607876035	
