2	3	0.2638	0.3758	0.899	0.8828	0.9193	0.9347	0.8015	0.4633	0.1058	0.0567	0.0513	0.577
2	4	0.2757	0.4031	0.9077	0.9083	0.9052	0.9623	0.8136	0.4521	0.1025	0.0572	0.0422	0.6021
2	5	0.2385	0.4155	0.9045	0.9051	0.9412	0.9446	0.799	0.4585	0.0909	0.061	0.0442	0.6231
2	7	0.1727	0.3499	0.8918	0.8955	0.9178	0.9513	0.7949	0.4909	0.0811	0.057	0.0444	0.6346
2	8	0.2348	0.3983	0.8945	0.9218	0.9313	0.9584	0.688	0.4894	0.1099	0.0496	0.0696	0.5924
2	9	0.3283	0.4026	0.8932	0.9136	0.918	0.9534	0.7865	0.5103	0.0854	0.0586	0.1178	0.6427
2	10	0.2455	0.3615	0.8941	0.8953	0.9251	0.9663	0.7891	0.5337	0.0858	0.0574	0.0753	0.647
2	11	0.2594	0.3762	0.8961	0.9071	0.9163	0.9548	0.7517	0.4585	0.1185	0.0715	0.0795	0.597
2	12	0.2189	0.4012	0.9147	0.9296	0.9488	0.9701	0.8538	0.5239	0.1133	0.0636	0.0828	0.6808
2	13	0.2832	0.3613	0.9119	0.9464	0.9414	0.9519	0.695	0.4027	0.1147	0.0557	0.0404	0.6224
2	14	0.2327	0.3879	0.899	0.8848	0.9303	0.9643	0.7147	0.4753	0.0844	0.0551	0.0405	0.6236
2	15	0.332	0.4122	0.8907	0.9242	0.9289	0.9464	0.6683	0.4814	0.1185	0.0584	0.0619	0.5515
2	16	0.238	0.3715	0.9067	0.9175	0.9341	0.9598	0.7228	0.4924	0.1012	0.058	0.049	0.5187
3	1	0.2432	0.3998	0.9071	0.9091	0.9496	0.9388	0.7833	0.5516	0.0914	0.0569	0.0414	0.6102
3	2	0.2662	0.4113	0.9052	0.9087	0.909	0.9441	0.7761	0.4716	0.114	0.0554	0.048	0.6286
3	3	0.2577	0.3936	0.8899	0.8459	0.9313	0.9595	0.8166	0.5408	0.0833	0.0472	0.0377	0.6508
3	4	0.2843	0.3945	0.8938	0.912	0.9304	0.9521	0.7404	0.5011	0.0835	0.0612	0.0389	0.6081
3	6	0.2802	0.4353	0.9104	0.9079	0.9262	0.9631	0.7781	0.4816	0.1141	0.0547	0.092	0.6008
3	7	0.3003	0.4289	0.9066	0.9413	0.9462	0.9651	0.739	0.5069	0.086	0.0582	0.0503	0.6024
3	8	0.232	0.3878	0.9183	0.9158	0.9205	0.9545	0.8228	0.4765	0.1918	0.0545	0.0445	0.5332
3	9	0.2584	0.4016	0.8898	0.9164	0.9233	0.9523	0.6992	0.4272	0.0736	0.0558	0.1045	0.5388
3	10	0.2556	0.4021	0.8975	0.866	0.9261	0.9458	0.7843	0.5468	0.0851	0.0529	0.0858	0.5293
3	12	0.2306	0.3436	0.8947	0.8819	0.9249	0.9437	0.8031	0.5664	0.0805	0.0531	0.0465	0.4905
4	1	0.241	0.3756	0.9131	0.8585	0.9386	0.9595	0.6405	0.4298	0.0661	0.0557	0.0661	0.5036
4	2	0.3004	0.3808	0.888	0.8533	0.9307	0.9535	0.6706	0.5133	0.0726	0.0609	0.0426	0.5946
4	3	0.2644	0.4249	0.9062	0.8993	0.9375	0.9631	0.7423	0.4897	0.0808	0.0566	0.0626	0.6072
4	4	0.2778	0.3779	0.8979	0.8736	0.9193	0.9588	0.8119	0.6043	0.0863	0.0549	0.0786	0.4884
4	5	0.2304	0.3439	0.8931	0.8971	0.9144	0.938	0.6735	0.5587	0.105	0.0554	0.0394	0.5678
4	6	0.2458	0.3767	0.9065	0.8575	0.9037	0.9544	0.727	0.5077	0.0828	0.0555	0.0413	0.4575
4	7	0.2419	0.3579	0.9056	0.9011	0.9159	0.9582	0.7124	0.4899	0.0913	0.0527	0.0607	0.7182
4	8	0.1956	0.399	0.893	0.9048	0.9447	0.9599	0.7859	0.561	0.2188	0.0485	0.0466	0.5645
4	9	0.2203	0.3531	0.8909	0.8717	0.9273	0.9533	0.7882	0.5232	0.0823	0.0608	0.0417	0.6279
4	10	0.2429	0.3975	0.9045	0.8822	0.9142	0.9628	0.7326	0.5158	0.0959	0.0482	0.0482	0.4665
4	11	0.2334	0.375	0.893	0.8652	0.9122	0.9619	0.7178	0.5668	0.0864	0.0583	0.0498	0.4074
4	12	0.3021	0.4424	0.9031	0.8862	0.9359	0.9581	0.6623	0.4811	0.0898	0.0556	0.0486	0.5445
4	13	0.2933	0.3538	0.9002	0.9165	0.9366	0.9583	0.6556	0.4827	0.0673	0.0525	0.0335	0.519
4	14	0.2914	0.3894	0.8959	0.9154	0.9303	0.9441	0.6701	0.4481	0.0926	0.0498	0.0384	0.5423
4	15	0.2086	0.3821	0.8919	0.9118	0.9164	0.9481	0.8329	0.5444	0.1428	0.0547	0.0613	0.6216
4	16	0.2697	0.3588	0.8965	0.9008	0.9402	0.9615	0.6326	0.4259	0.0882	0.0551	0.0414	0.5216
4	25	0.2824	0.3864	0.9026	0.8873	0.9462	0.9464	0.6853	0.4572	0.0805	0.0559	0.0511	0.5451
4	27	0.2226	0.4039	0.9023	0.9169	0.9303	0.9498	0.7016	0.5272	0.0671	0.0536	0.0408	0.5658
4	29	0.2717	0.3655	0.8897	0.8953	0.9347	0.9493	0.7139	0.5105	0.0737	0.054	0.0515	0.5131
4	33	0.2214	0.4176	0.8937	0.9017	0.9195	0.9493	0.6711	0.5301	0.0783	0.0518	0.0445	0.5382
5	1	0.2276	0.3547	0.9188	0.9326	0.9463	0.9579	0.7217	0.4069	0.0789	0.0533	0.0889	0.7097
5	2	0.2336	0.3917	0.8788	0.9028	0.9158	0.9623	0.6878	0.4013	0.1073	0.0569	0.0673	0.5723
5	6	0.2839	0.3999	0.8845	0.9148	0.9341	0.9549	0.7734	0.4996	0.1143	0.0554	0.0657	0.5446
5	9	0.2744	0.3561	0.9034	0.8699	0.9232	0.9648	0.765	0.4185	0.6501	0.0641	0.0705	0.6272
5	10	0.25	0.3514	0.9108	0.9058	0.9258	0.953	0.8624	0.4817	0.0863	0.0558	0.1009	0.6621
5	11	0.2484	0.3219	0.9033	0.9282	0.9332	0.9493	0.7778	0.4793	0.0697	0.0635	0.1297	0.5443
6	1	0.3461	0.3739	0.913	0.909	0.9404	0.9515	0.8423	0.5258	0.0729	0.0603	0.0754	0.5601
6	2	0.2579	0.4195	0.9201	0.8837	0.9305	0.9656	0.8421	0.5552	0.0847	0.0651	0.0523	0.6217
6	4	0.2282	0.3945	0.9051	0.8924	0.9126	0.9621	0.8565	0.5804	0.1467	0.0528	0.0671	0.5808
6	5	0.2641	0.4073	0.8999	0.8852	0.9377	0.9414	0.8596	0.53	0.0858	0.056	0.0628	0.5388
7	1	0.2376	0.4135	0.91	0.9507	0.9456	0.9561	0.7312	0.3746	0.1298	0.0633	0.0556	0.5566
7	2	0.262	0.4069	0.912	0.9119	0.9429	0.9656	0.7649	0.5129	0.0909	0.0576	0.0635	0.6214
7	3	0.2472	0.3536	0.9135	0.8768	0.9357	0.9597	0.7077	0.4417	0.0959	0.0522	0.0705	0.5212
7	4	0.2637	0.4445	0.9092	0.8853	0.9493	0.9675	0.6582	0.4807	0.1823	0.0526	0.0638	0.5295
7	5	0.2452	0.4203	0.9127	0.933	0.9203	0.9577	0.7216	0.466	0.1624	0.0681	0.0752	0.4708
8	1	0.2984	0.4189	0.898	0.9453	0.9344	0.9602	0.7505	0.4446	0.1543	0.0631	0.0519	0.5079
8	3	0.2953	0.4074	0.9152	0.9013	0.9146	0.9527	0.7331	0.4244	0.1831	0.0612	0.082	0.5923
8	4	0.2426	0.4064	0.9017	0.9298	0.9348	0.9641	0.6356	0.4238	0.0853	0.0499	0.0669	0.6027
8	5	0.2486	0.4342	0.916	0.9265	0.9202	0.9624	0.7568	0.4268	0.0818	0.064	0.062	0.6611
9	1	0.2467	0.4178	0.9131	0.9374	0.9197	0.9626	0.7321	0.5518	0.0763	0.0708	0.093	0.5627
9	2	0.2737	0.4009	0.9014	0.9266	0.9372	0.9695	0.7459	0.4307	0.0768	0.0759	0.0504	0.5154
9	3	0.3	0.4221	0.9071	0.9084	0.9316	0.9523	0.8122	0.5238	0.1076	0.0626	0.1012	0.6357
9	4	0.2515	0.3583	0.9076	0.8632	0.9403	0.9644	0.6954	0.4732	0.0967	0.058	0.0579	0.5985
9	5	0.2353	0.3598	0.9078	0.9005	0.9465	0.9613	0.7441	0.506	0.083	0.0583	0.1116	0.5595
10	1	0.3111	0.3609	0.8902	0.9275	0.9231	0.9498	0.7975	0.5223	0.0881	0.0555	0.0897	0.6388
10	2	0.2387	0.4054	0.9123	0.8652	0.9314	0.9607	0.835	0.5561	0.0955	0.0604	0.0722	0.7069
10	3	0.2547	0.3918	0.9006	0.8892	0.9325	0.9577	0.8013	0.5117	0.0621	0.0555	0.0543	0.6378
10	4	0.2291	0.409	0.8924	0.877	0.9245	0.9451	0.8252	0.5246	0.0717	0.0549	0.0441	0.6312
10	5	0.2838	0.3616	0.8965	0.9022	0.9133	0.9717	0.8438	0.529	0.6721	0.0551	0.0761	0.4871
10	6	0.3466	0.3974	0.8929	0.8988	0.9367	0.9672	0.6615	0.47	0.0891	0.0615	0.0721	0.6684
